"receptor","year","month","day","hour","hour.inc","lat","lon","height","pressure","date.inc","date.start","diffs","trajectory"
1,2015,1,1,12,0,-80.3,-81.3,1500,750.6,2015-01-01 12:00:00,2015-01-01 12:00:00,1,1
1,2015,1,1,11,-1,-80.37,-82.727,1546.8,730.3,2015-01-01 11:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,10,-2,-80.419,-84.159,1592.9,709.3,2015-01-01 10:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,9,-3,-80.447,-85.622,1638,689.4,2015-01-01 09:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,8,-4,-80.454,-87.133,1681.4,669.4,2015-01-01 08:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,7,-5,-80.438,-88.704,1722.7,650.8,2015-01-01 07:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,6,-6,-80.395,-90.34,1760.3,633.2,2015-01-01 06:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,5,-7,-80.318,-92.007,1791.8,617.5,2015-01-01 05:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,4,-8,-80.204,-93.661,1816.1,605.7,2015-01-01 04:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,3,-9,-80.049,-95.281,1832.5,596.7,2015-01-01 03:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,2,-10,-79.854,-96.809,1844.7,594.6,2015-01-01 02:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,1,-11,-79.622,-98.173,1849.4,597.1,2015-01-01 01:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,1,0,-12,-79.36,-99.354,1845.4,603.1,2015-01-01,2015-01-01 12:00:00,-1,1
1,2014,12,31,23,-13,-79.071,-100.263,1830.5,611.3,2014-12-31 23:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,22,-14,-78.754,-100.841,1804.2,622.2,2014-12-31 22:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,21,-15,-78.416,-101.136,1766.3,634.3,2014-12-31 21:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,20,-16,-78.061,-101.204,1717.7,647.6,2014-12-31 20:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,19,-17,-77.692,-101.1,1658.6,661.9,2014-12-31 19:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,18,-18,-77.313,-100.878,1591.7,678.9,2014-12-31 18:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,17,-19,-76.933,-100.559,1521.2,698,2014-12-31 17:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,16,-20,-76.558,-100.153,1449.5,716.8,2014-12-31 16:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,15,-21,-76.186,-99.686,1377.4,735.5,2014-12-31 15:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,14,-22,-75.818,-99.181,1305.7,753.9,2014-12-31 14:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,13,-23,-75.454,-98.659,1235.1,771.7,2014-12-31 13:00:00,2015-01-01 12:00:00,-1,1
1,2014,12,31,12,-24,-75.095,-98.14,1165.9,788.7,2014-12-31 12:00:00,2015-01-01 12:00:00,-1,1
1,2015,1,2,12,0,-80.3,-81.3,1500,745.6,2015-01-02 12:00:00,2015-01-02 12:00:00,24,2
1,2015,1,2,11,-1,-80.453,-81.251,1521.1,742.1,2015-01-02 11:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,10,-2,-80.594,-81.201,1538.7,739.3,2015-01-02 10:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,9,-3,-80.722,-81.152,1553,736.9,2015-01-02 09:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,8,-4,-80.837,-81.11,1563.7,734.9,2015-01-02 08:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,7,-5,-80.94,-81.076,1570.7,733.4,2015-01-02 07:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,6,-6,-81.031,-81.054,1574,732.2,2015-01-02 06:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,5,-7,-81.11,-81.064,1578.1,731.3,2015-01-02 05:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,4,-8,-81.18,-81.127,1587.3,729.1,2015-01-02 04:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,3,-9,-81.238,-81.247,1601.5,726.1,2015-01-02 03:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,2,-10,-81.283,-81.429,1620.8,722.3,2015-01-02 02:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,1,-11,-81.315,-81.673,1644.9,717.6,2015-01-02 01:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,2,0,-12,-81.333,-81.982,1673.8,712,2015-01-02,2015-01-02 12:00:00,-1,2
1,2015,1,1,23,-13,-81.344,-82.399,1706,705.1,2015-01-01 23:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,22,-14,-81.356,-82.964,1739.8,696.6,2015-01-01 22:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,21,-15,-81.365,-83.678,1774.9,686.8,2015-01-01 21:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,20,-16,-81.368,-84.541,1810.6,675.6,2015-01-01 20:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,19,-17,-81.36,-85.545,1846,663.2,2015-01-01 19:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,18,-18,-81.336,-86.676,1880.2,649.7,2015-01-01 18:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,17,-19,-81.294,-87.894,1913.6,636,2015-01-01 17:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,16,-20,-81.235,-89.161,1944.4,623.4,2015-01-01 16:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,15,-21,-81.159,-90.469,1972.7,611.4,2015-01-01 15:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,14,-22,-81.066,-91.806,1998.8,600.7,2015-01-01 14:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,13,-23,-80.956,-93.155,2022.1,591.2,2015-01-01 13:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,1,12,-24,-80.827,-94.495,2042.8,583,2015-01-01 12:00:00,2015-01-02 12:00:00,-1,2
1,2015,1,3,12,0,-80.3,-81.3,1500,743,2015-01-03 12:00:00,2015-01-03 12:00:00,24,3
1,2015,1,3,11,-1,-80.567,-81.361,1536.4,735.2,2015-01-03 11:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,10,-2,-80.838,-81.467,1569.9,727.2,2015-01-03 10:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,9,-3,-81.113,-81.619,1601.5,719.2,2015-01-03 09:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,8,-4,-81.392,-81.821,1631.7,710.9,2015-01-03 08:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,7,-5,-81.674,-82.078,1661.2,702.3,2015-01-03 07:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,6,-6,-81.957,-82.4,1690.8,693.3,2015-01-03 06:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,5,-7,-82.23,-82.727,1722.8,684.3,2015-01-03 05:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,4,-8,-82.483,-82.989,1759,675.8,2015-01-03 04:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,3,-9,-82.712,-83.147,1800.7,668.5,2015-01-03 03:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,2,-10,-82.917,-83.168,1848,662.2,2015-01-03 02:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,1,-11,-83.102,-83.051,1900.5,656.7,2015-01-03 01:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,3,0,-12,-83.269,-82.796,1957.6,651.9,2015-01-03,2015-01-03 12:00:00,-1,3
1,2015,1,2,23,-13,-83.43,-82.467,2017,647.3,2015-01-02 23:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,22,-14,-83.594,-82.13,2076.6,642.4,2015-01-02 22:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,21,-15,-83.761,-81.809,2135.6,637.2,2015-01-02 21:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,20,-16,-83.934,-81.524,2193.7,631.5,2015-01-02 20:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,19,-17,-84.111,-81.303,2250.2,625.6,2015-01-02 19:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,18,-18,-84.294,-81.173,2304.4,619.3,2015-01-02 18:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,17,-19,-84.477,-81.087,2358.9,613.3,2015-01-02 17:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,16,-20,-84.654,-80.979,2413.8,607.1,2015-01-02 16:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,15,-21,-84.826,-80.852,2470.8,601,2015-01-02 15:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,14,-22,-84.995,-80.713,2530.9,594.6,2015-01-02 14:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,13,-23,-85.159,-80.567,2590.6,586.3,2015-01-02 13:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,2,12,-24,-85.318,-80.397,2653.1,577.8,2015-01-02 12:00:00,2015-01-03 12:00:00,-1,3
1,2015,1,4,12,0,-80.3,-81.3,1500,745.8,2015-01-04 12:00:00,2015-01-04 12:00:00,24,4
1,2015,1,4,11,-1,-80.496,-81.076,1513.5,743.9,2015-01-04 11:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,10,-2,-80.691,-80.809,1526.8,742.4,2015-01-04 10:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,9,-3,-80.885,-80.509,1540.8,741,2015-01-04 09:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,8,-4,-81.082,-80.183,1556.7,739.6,2015-01-04 08:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,7,-5,-81.281,-79.84,1575.3,737.5,2015-01-04 07:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,6,-6,-81.486,-79.49,1597.8,734.7,2015-01-04 06:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,5,-7,-81.696,-79.098,1623.4,731.7,2015-01-04 05:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,4,-8,-81.914,-78.618,1650.3,729.2,2015-01-04 04:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,3,-9,-82.14,-78.041,1678.3,727,2015-01-04 03:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,2,-10,-82.377,-77.356,1707.1,724.8,2015-01-04 02:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,1,-11,-82.626,-76.557,1735.5,722.4,2015-01-04 01:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,4,0,-12,-82.881,-75.631,1761.9,719.9,2015-01-04,2015-01-04 12:00:00,-1,4
1,2015,1,3,23,-13,-83.136,-74.616,1787.3,716.7,2015-01-03 23:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,22,-14,-83.383,-73.546,1813.3,712.2,2015-01-03 22:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,21,-15,-83.62,-72.406,1841.7,707.4,2015-01-03 21:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,20,-16,-83.846,-71.174,1871.9,701.5,2015-01-03 20:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,19,-17,-84.061,-69.836,1905.6,695.1,2015-01-03 19:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,18,-18,-84.263,-68.384,1942.8,687.3,2015-01-03 18:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,17,-19,-84.452,-66.757,1982.1,679.3,2015-01-03 17:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,16,-20,-84.629,-64.879,2017.6,671.6,2015-01-03 16:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,15,-21,-84.79,-62.717,2050.1,663.2,2015-01-03 15:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,14,-22,-84.933,-60.255,2076.6,654.3,2015-01-03 14:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,13,-23,-85.057,-57.489,2098,644.7,2015-01-03 13:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,3,12,-24,-85.161,-54.407,2112.4,633.9,2015-01-03 12:00:00,2015-01-04 12:00:00,-1,4
1,2015,1,5,12,0,-80.3,-81.3,1500,746.7,2015-01-05 12:00:00,2015-01-05 12:00:00,24,5
1,2015,1,5,11,-1,-80.509,-80.969,1509.3,746.2,2015-01-05 11:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,10,-2,-80.705,-80.59,1512.3,747.2,2015-01-05 10:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,9,-3,-80.891,-80.161,1509.7,749.2,2015-01-05 09:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,8,-4,-81.067,-79.68,1502.3,751.8,2015-01-05 08:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,7,-5,-81.234,-79.145,1490.9,755,2015-01-05 07:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,6,-6,-81.394,-78.555,1476.7,758.9,2015-01-05 06:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,5,-7,-81.547,-77.926,1461.8,763.3,2015-01-05 05:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,4,-8,-81.691,-77.267,1446.6,767.4,2015-01-05 04:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,3,-9,-81.827,-76.564,1431.2,771.6,2015-01-05 03:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,2,-10,-81.952,-75.801,1415.5,776.4,2015-01-05 02:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,1,-11,-82.067,-74.963,1399.3,781.8,2015-01-05 01:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,5,0,-12,-82.17,-74.033,1381.5,786.7,2015-01-05,2015-01-05 12:00:00,-1,5
1,2015,1,4,23,-13,-82.264,-73.028,1363.5,791.9,2015-01-04 23:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,22,-14,-82.351,-71.977,1347,796.4,2015-01-04 22:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,21,-15,-82.429,-70.884,1331.6,800.2,2015-01-04 21:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,20,-16,-82.498,-69.75,1317.4,804.4,2015-01-04 20:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,19,-17,-82.558,-68.583,1303.7,807.1,2015-01-04 19:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,18,-18,-82.609,-67.389,1291.2,809.7,2015-01-04 18:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,17,-19,-82.655,-66.132,1278.5,810.2,2015-01-04 17:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,16,-20,-82.696,-64.773,1267.1,810.7,2015-01-04 16:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,15,-21,-82.732,-63.313,1254.8,810.6,2015-01-04 15:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,14,-22,-82.759,-61.744,1240.8,809.9,2015-01-04 14:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,13,-23,-82.775,-60.06,1224.4,808.6,2015-01-04 13:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,4,12,-24,-82.776,-58.264,1204.8,806.9,2015-01-04 12:00:00,2015-01-05 12:00:00,-1,5
1,2015,1,6,12,0,-80.3,-81.3,1500,744.7,2015-01-06 12:00:00,2015-01-06 12:00:00,24,6
1,2015,1,6,11,-1,-80.576,-81.19,1495.7,742.8,2015-01-06 11:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,10,-2,-80.839,-81.096,1494.8,740.4,2015-01-06 10:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,9,-3,-81.091,-81.02,1496.7,737.7,2015-01-06 09:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,8,-4,-81.333,-80.967,1501.1,734.6,2015-01-06 08:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,7,-5,-81.563,-80.942,1507.6,731.3,2015-01-06 07:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,6,-6,-81.785,-80.95,1516,727.6,2015-01-06 06:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,5,-7,-81.996,-80.997,1522.8,723.4,2015-01-06 05:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,4,-8,-82.197,-81.089,1527.2,719.5,2015-01-06 04:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,3,-9,-82.386,-81.231,1528.8,715.7,2015-01-06 03:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,2,-10,-82.562,-81.41,1528.3,712,2015-01-06 02:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,1,-11,-82.724,-81.597,1526.3,708.8,2015-01-06 01:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,6,0,-12,-82.872,-81.768,1522.7,706.1,2015-01-06,2015-01-06 12:00:00,-1,6
1,2015,1,5,23,-13,-83.008,-81.931,1518.6,703.8,2015-01-05 23:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,22,-14,-83.137,-82.099,1513.1,701.6,2015-01-05 22:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,21,-15,-83.259,-82.281,1506.5,699.5,2015-01-05 21:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,20,-16,-83.374,-82.483,1498.7,697.6,2015-01-05 20:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,19,-17,-83.484,-82.713,1489.4,695.6,2015-01-05 19:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,18,-18,-83.587,-82.98,1478.5,693.7,2015-01-05 18:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,17,-19,-83.683,-83.222,1467.1,692.5,2015-01-05 17:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,16,-20,-83.771,-83.366,1456.8,691.9,2015-01-05 16:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,15,-21,-83.851,-83.397,1447.8,691.9,2015-01-05 15:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,14,-22,-83.923,-83.302,1440.2,692.6,2015-01-05 14:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,13,-23,-83.985,-83.069,1434,694,2015-01-05 13:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,5,12,-24,-84.039,-82.687,1429.1,696.2,2015-01-05 12:00:00,2015-01-06 12:00:00,-1,6
1,2015,1,7,12,0,-80.3,-81.3,1500,741.7,2015-01-07 12:00:00,2015-01-07 12:00:00,24,7
1,2015,1,7,11,-1,-80.579,-80.993,1510,740.2,2015-01-07 11:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,10,-2,-80.869,-80.699,1519.4,738.2,2015-01-07 10:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,9,-3,-81.17,-80.411,1529.1,735.7,2015-01-07 09:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,8,-4,-81.484,-80.125,1540.1,732.6,2015-01-07 08:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,7,-5,-81.812,-79.835,1553.5,728.9,2015-01-07 07:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,6,-6,-82.155,-79.535,1570.3,724.5,2015-01-07 06:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,5,-7,-82.506,-79.253,1588.6,719.1,2015-01-07 05:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,4,-8,-82.85,-79.002,1604.4,713.7,2015-01-07 04:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,3,-9,-83.183,-78.767,1619.2,708.1,2015-01-07 03:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,2,-10,-83.507,-78.546,1633,702.4,2015-01-07 02:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,1,-11,-83.824,-78.335,1646,696.7,2015-01-07 01:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,7,0,-12,-84.134,-78.133,1657.9,690.8,2015-01-07,2015-01-07 12:00:00,-1,7
1,2015,1,6,23,-13,-84.434,-77.884,1671.3,685.2,2015-01-06 23:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,22,-14,-84.718,-77.521,1688,679.7,2015-01-06 22:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,21,-15,-84.986,-77.035,1708,674.1,2015-01-06 21:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,20,-16,-85.234,-76.43,1727.9,666.3,2015-01-06 20:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,19,-17,-85.461,-75.728,1749.1,658.8,2015-01-06 19:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,18,-18,-85.669,-74.959,1771.1,651.6,2015-01-06 18:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,17,-19,-85.861,-74.194,1791.8,643.7,2015-01-06 17:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,16,-20,-86.039,-73.502,1812,636.5,2015-01-06 16:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,15,-21,-86.202,-72.905,1831.9,629.7,2015-01-06 15:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,14,-22,-86.351,-72.423,1851.8,623.2,2015-01-06 14:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,13,-23,-86.487,-72.082,1872.3,617.1,2015-01-06 13:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,6,12,-24,-86.611,-71.906,1893.7,611.1,2015-01-06 12:00:00,2015-01-07 12:00:00,-1,7
1,2015,1,8,12,0,-80.3,-81.3,1500,743,2015-01-08 12:00:00,2015-01-08 12:00:00,24,8
1,2015,1,8,11,-1,-80.414,-81.206,1501.7,741.9,2015-01-08 11:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,10,-2,-80.532,-81.111,1499.7,741.2,2015-01-08 10:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,9,-3,-80.652,-81.018,1494,740.8,2015-01-08 09:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,8,-4,-80.776,-80.927,1484.6,740.7,2015-01-08 08:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,7,-5,-80.902,-80.843,1471.8,740.7,2015-01-08 07:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,6,-6,-81.032,-80.766,1455.7,741,2015-01-08 06:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,5,-7,-81.165,-80.665,1438.5,741.9,2015-01-08 05:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,4,-8,-81.301,-80.504,1422.8,742.9,2015-01-08 04:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,3,-9,-81.439,-80.275,1408.6,744.4,2015-01-08 03:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,2,-10,-81.581,-79.971,1395.8,746.3,2015-01-08 02:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,1,-11,-81.725,-79.585,1384.3,748.4,2015-01-08 01:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,8,0,-12,-81.873,-79.107,1374.4,750.9,2015-01-08,2015-01-08 12:00:00,-1,8
1,2015,1,7,23,-13,-82.029,-78.573,1366.9,753.1,2015-01-07 23:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,22,-14,-82.194,-78.02,1363.7,754.6,2015-01-07 22:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,21,-15,-82.369,-77.444,1365,755.4,2015-01-07 21:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,20,-16,-82.55,-76.84,1370.9,755.2,2015-01-07 20:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,19,-17,-82.735,-76.197,1381.4,754.1,2015-01-07 19:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,18,-18,-82.92,-75.498,1396.1,752.5,2015-01-07 18:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,17,-19,-83.107,-74.752,1411.2,750.2,2015-01-07 17:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,16,-20,-83.295,-73.972,1422.4,747.9,2015-01-07 16:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,15,-21,-83.484,-73.151,1430.4,745.6,2015-01-07 15:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,14,-22,-83.675,-72.283,1435.5,743,2015-01-07 14:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,13,-23,-83.867,-71.359,1437.2,739.7,2015-01-07 13:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,7,12,-24,-84.062,-70.37,1436.2,736.1,2015-01-07 12:00:00,2015-01-08 12:00:00,-1,8
1,2015,1,9,12,0,-80.3,-81.3,1500,740.1,2015-01-09 12:00:00,2015-01-09 12:00:00,24,9
1,2015,1,9,11,-1,-80.464,-81.623,1499.8,734.8,2015-01-09 11:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,10,-2,-80.623,-81.965,1500.9,729.1,2015-01-09 10:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,9,-3,-80.777,-82.335,1503.4,723.2,2015-01-09 09:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,8,-4,-80.926,-82.739,1507.1,717.1,2015-01-09 08:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,7,-5,-81.067,-83.185,1511.7,710.6,2015-01-09 07:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,6,-6,-81.202,-83.677,1517.1,703.8,2015-01-09 06:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,5,-7,-81.329,-84.173,1523.1,696.9,2015-01-09 05:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,4,-8,-81.45,-84.626,1529.7,690.7,2015-01-09 04:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,3,-9,-81.565,-85.035,1537.8,684.9,2015-01-09 03:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,2,-10,-81.674,-85.399,1547.8,679.8,2015-01-09 02:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,1,-11,-81.777,-85.715,1560,675.1,2015-01-09 01:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,9,0,-12,-81.874,-85.984,1574.9,670.8,2015-01-09,2015-01-09 12:00:00,-1,9
1,2015,1,8,23,-13,-81.963,-86.26,1588.4,666.1,2015-01-08 23:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,8,22,-14,-82.045,-86.599,1596.4,661.7,2015-01-08 22:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,8,21,-15,-82.118,-86.999,1598.7,657.4,2015-01-08 21:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,8,20,-16,-82.182,-87.461,1594.7,653.1,2015-01-08 20:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,8,19,-17,-82.236,-87.98,1584.8,649.6,2015-01-08 19:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,8,18,-18,-82.28,-88.554,1568.4,646.4,2015-01-08 18:00:00,2015-01-09 12:00:00,-1,9
1,2015,1,8,17,-19,-82.317,-89.137,1550,644.2,2015-01-08 17:00:00,2015-01-09 12:00:00,-1,9
